Vehicle_ID,Year,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD,Make_BMW,Make_Chevrolet,Make_Ford,Make_Hyundai,Make_Kia,Make_Mercedes,Make_Nissan,Make_Tesla,Make_Volkswagen,Model_Bolt EUV,Model_Bolt EV,Model_EQC,Model_EQS,Model_EV6,Model_F-150 Lightning,Model_ID.3,Model_ID.4,Model_Ioniq 5,Model_Kona Electric,Model_Leaf,Model_Model 3,Model_Model S,Model_Model X,Model_Model Y,Model_Mustang Mach-E,Model_Niro EV,Model_Q4 e-tron,Model_e-tron,Model_i3,Model_i4,Model_iX,Region_Australia,Region_Europe,Region_North America,Vehicle_Type_SUV,Vehicle_Type_Sedan,Vehicle_Type_Truck,Usage_Type_Fleet,Usage_Type_Personal
-1.6978821517032021,0.526881606240453,1.0459939737581303,-1.1102703461652648,1.3949594164687966,0.3537392528475185,-0.2762945082278296,0.6483835943310619,-1.5485810593981786,-0.10632203811798609,-0.6049738874006619,1.2033002571064924,0.7414348156152867,-1.6529449143123023,-0.10599462253752116,-0.2594252728113941,-1.1143361667584175,1.0658789646412232,-0.13683180292109787,0.760430195437535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.6978821517032021,0.17570524127238202,-1.6963424812347268,1.7205759566235777,-1.5896949460290037,0.4061460026352815,-0.690655281872907,-0.10000548212774489,-0.7437245774283746,0.5185838809296128,-0.37823394112290903,0.8620487366691734,1.662197032147157,-0.9165716612543631,0.5188799324718402,0.10130805300799306,-0.5285025439474736,0.42788277670753017,0.3696924616085647,-1.9726087420971261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.6978821517032021,0.526881606240453,1.699477646952553,-0.12005661885229511,2.1411961603864436,0.6448878627795357,-0.26122684373164495,0.7639724831034954,1.5274050994171127,1.7001578047684254,0.18368679530456558,-1.4982742796889499,-1.653611412357786,-0.9235185787360417,1.6999875194024132,-1.560367798904716,0.6739081570988951,0.5554820142942689,2.8288617770850366,1.973611000256239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-1.6978821517032021,0.878057971208524,-1.6223976917857623,1.4293366250609394,-1.6482175805877841,0.5822909116441523,-0.7057229463690917,0.9912319932323477,-1.033260407575928,-0.9546023907428338,-1.1225324604259672,0.03735756227898569,1.204477086356748,-0.15935765575138774,-0.95454586485137,-1.349300427414649,1.6765205572810524,1.4486766774014395,-0.5936327166283946,-1.4130875434481178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.6978821517032021,0.878057971208524,0.2524780848791883,0.06633655334779263,0.7804717536016025,1.2155391382462895,-0.57011396590343,-0.05690454055158324,1.1103672523238477,-1.5341631151555446,1.5737012485725277,-0.04795531783034407,0.1719460458528008,-1.236129865411582,-1.5344483874926331,-1.704296558318079,1.4356626637277026,-1.4861057870935492,-1.246996251555357,0.13993899153554887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.6978821517032021,0.526881606240453,-0.26097337263071535,-0.376347230627417,-0.4558189014526335,-1.6726550722793205,3.8597793959748525,-1.0110026563511616,0.7677055817822481,0.12920882721856886,0.3315606733117957,1.2601755105127121,-0.4667329482733521,-1.319492875191726,0.12951681012699195,-1.4778596445949626,-1.3585758404084611,0.42788277670753017,0.5931561925504871,-0.5113069937772313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.6978821517032021,-1.2290002185999018,-1.4084595844899692,-0.457894243464956,-1.231243809356474,0.5953925990910927,-0.690655281872907,-0.3566519978767074,1.3122454458212247,1.156711339659354,-0.4373834923258012,-0.417644464970773,0.7627241154194923,0.9174145539088064,1.1567727073772298,0.6462456303096205,-0.8427689771755018,0.9382797270544844,2.4517282894023773,-1.4877263404392262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.6978821517032021,0.526881606240453,-1.6029487729406904,0.7303622293106079,-1.7067402151465645,-0.19362013382467363,-0.6002492948957993,-0.08629154617169346,0.4462942473982667,-0.1868157942064753,0.18368679530456558,-1.6404624132044996,1.4333370592519525,-0.854049403919255,-0.18647089098569666,-0.2997199528231342,1.1658034438905913,0.8106804894677464,0.3631533230238526,-1.4629066922831468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.6978821517032021,-0.52664748866376,1.5594454312680341,0.3459263116479259,1.7899871997405643,1.3407330405170568,-0.4345049854377683,1.3517125955056997,0.4356690793194576,-1.6684710940093685,-0.18106877044660225,1.317050763918932,-1.0628333427910948,1.375911107699599,-1.6681928448062846,0.8630693846585075,1.140183897703524,1.0658789646412232,-1.226601908444621,1.7341517542564777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.6978821517032021,1.229234336176595,-0.630502830687085,-1.3665609579403866,-0.8289006967648586,-0.2358366822648162,-0.46464031443013754,1.686724459574956,-0.6985676130934346,0.97863949640008,0.006238141695889055,-1.4982742796889499,-0.030302302287147538,0.6812193595317317,0.9792515269768431,0.6769463388899939,-0.5336264531848871,-0.8481095991598562,-0.09885947836729889,-0.25573655877876106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
